"idobservation","nomedevice","tempo1","tempo2","tempo3","timestamp_column","valorteste"
3793936,"Images",0.304430,0.012969,0.025050,"2024-09-26 00:14:37",NULL
3798095,"Images",0.270240,0.000641,0.027068,"2024-09-26 01:31:32",NULL
3786290,"Images",0.297107,0.000877,0.038559,"2024-09-25 21:53:23",NULL
3791556,"Images",0.322658,0.000583,0.033723,"2024-09-25 23:30:40",NULL
3780163,"Images",0.299075,0.000167,0.022844,"2024-09-25 19:59:54",NULL
3788018,"Images",0.277345,0.000875,0.039166,"2024-09-25 22:25:19",NULL
3791446,"Images",0.278192,0.000247,0.026423,"2024-09-25 23:28:39",NULL
3793725,"Images",0.301298,0.001106,0.037044,"2024-09-26 00:10:41",NULL
3775139,"Images",0.477101,0.061649,0.040753,"2024-09-25 18:27:10",NULL
3778360,"Images",0.278778,0.000883,0.038030,"2024-09-25 19:26:37",NULL
3800848,"Images",0.258801,0.000901,0.043678,"2024-09-26 02:22:29",NULL
3776283,"Images",0.278428,0.000898,0.042218,"2024-09-25 18:48:16",NULL
3781516,"Images",0.300516,0.000935,0.040458,"2024-09-25 20:24:56",NULL
3779971,"Images",0.277624,0.000895,0.039659,"2024-09-25 19:56:23",NULL
3793494,"Images",0.346048,0.000888,0.039426,"2024-09-26 00:06:23",NULL
3792651,"Images",0.278650,0.000886,0.040000,"2024-09-25 23:50:53",NULL
3785508,"Images",0.239677,0.000886,0.042818,"2024-09-25 21:38:48",NULL
3791806,"Images",0.242745,0.000891,0.035757,"2024-09-25 23:35:17",NULL
3775805,"Images",0.279211,0.000906,0.047577,"2024-09-25 18:39:27",NULL
3806069,"Images",0.224021,0.000888,0.036305,"2024-09-26 03:59:59",NULL
3778407,"Images",0.299431,0.000179,0.028045,"2024-09-25 19:27:29",NULL
3801997,"Images",0.297186,0.000876,0.040034,"2024-09-26 02:43:55",NULL
3775701,"Images",0.264283,0.000165,0.027558,"2024-09-25 18:37:32",NULL
3798559,"Images",0.301357,0.000879,0.035218,"2024-09-26 01:40:09",NULL
3800281,"Images",0.538859,0.000891,0.038391,"2024-09-26 02:11:57",NULL
3800018,"Images",0.297884,0.000932,0.043142,"2024-09-26 02:07:03",NULL
3782097,"Images",0.262212,0.017004,0.025484,"2024-09-25 20:35:43",NULL
3788952,"Images",0.277185,0.000890,0.042768,"2024-09-25 22:42:31",NULL
3776765,"Images",0.307262,0.000904,0.027643,"2024-09-25 18:57:14",NULL
3777824,"Images",0.361305,0.000250,0.032625,"2024-09-25 19:16:48",NULL
3801283,"Images",0.277619,0.000894,0.043928,"2024-09-26 02:30:36",NULL
3788682,"Images",0.277500,0.000166,0.024330,"2024-09-25 22:37:33",NULL
3794764,"Images",0.240237,0.000890,0.039164,"2024-09-26 00:29:53",NULL
3777703,"Images",0.259689,0.000911,0.042907,"2024-09-25 19:14:34",NULL
3804908,"Images",0.261846,0.016954,0.022121,"2024-09-26 03:38:18",NULL
3791501,"Images",0.258818,0.000895,0.040310,"2024-09-25 23:29:40",NULL
3803225,"Images",0.298269,0.000883,0.047808,"2024-09-26 03:06:49",NULL
3787785,"Images",0.282754,0.000890,0.041070,"2024-09-25 22:21:01",NULL
3797597,"Images",0.346767,0.033061,0.022142,"2024-09-26 01:22:20",NULL
3805263,"Images",0.259347,0.000941,0.041650,"2024-09-26 03:45:00",NULL
3804796,"Images",0.258995,0.000884,0.039747,"2024-09-26 03:36:14",NULL
3787286,"Images",0.266516,0.000903,0.038038,"2024-09-25 22:11:50",NULL
3806363,"Images",0.317635,0.000919,0.039177,"2024-09-26 04:05:30",NULL
3794530,"Images",0.338432,0.000931,0.040389,"2024-09-26 00:25:35",NULL
3781164,"Images",0.281997,0.000167,0.024469,"2024-09-25 20:18:25",NULL
3790170,"Images",0.299498,0.000880,0.041499,"2024-09-25 23:05:03",NULL
3796955,"Images",0.240213,0.000174,0.023083,"2024-09-26 01:10:25",NULL
3784628,"Images",0.297313,0.000882,0.039005,"2024-09-25 21:22:32",NULL
3787757,"Images",0.277614,0.000895,0.039641,"2024-09-25 22:20:29",NULL
3800113,"Images",0.280816,0.000166,0.025543,"2024-09-26 02:08:48",NULL
3805799,"Images",0.279176,0.000937,0.043176,"2024-09-26 03:54:57",NULL
3804258,"Images",0.280137,0.000911,0.038706,"2024-09-26 03:26:12",NULL
3793048,"Images",0.240272,0.000901,0.040995,"2024-09-25 23:58:08",NULL
3777843,"Images",0.277993,0.000951,0.040200,"2024-09-25 19:17:09",NULL
3785075,"Images",0.276648,0.000909,0.042764,"2024-09-25 21:30:46",NULL
3782986,"Images",0.282535,0.000573,0.039300,"2024-09-25 20:52:08",NULL
3805996,"Images",0.239916,0.000916,0.039269,"2024-09-26 03:58:38",NULL
3794020,"Images",0.298168,0.000884,0.041688,"2024-09-26 00:16:10",NULL
3779797,"Images",0.279041,0.000177,0.022287,"2024-09-25 19:53:09",NULL
3780541,"Images",0.317275,0.000988,0.038774,"2024-09-25 20:06:54",NULL
3776541,"Images",0.316961,0.000879,0.042899,"2024-09-25 18:53:07",NULL
3782697,"Images",0.317664,0.000924,0.039159,"2024-09-25 20:46:45",NULL
3806414,"Images",0.308236,0.000900,0.028956,"2024-09-26 04:06:28",NULL
3806109,"Images",0.277186,0.000905,0.039044,"2024-09-26 04:00:44",NULL
3779764,"Images",0.279094,0.000166,0.022740,"2024-09-25 19:52:32",NULL
3779034,"Images",0.278538,0.000898,0.039349,"2024-09-25 19:39:07",NULL
3803072,"Images",0.344412,0.000890,0.033902,"2024-09-26 03:03:59",NULL
3783691,"Images",0.300385,0.000933,0.044585,"2024-09-25 21:05:09",NULL
3776390,"Images",0.297885,0.000909,0.038437,"2024-09-25 18:50:16",NULL
3786628,"Images",0.306997,0.000895,0.030845,"2024-09-25 21:59:37",NULL
3796137,"Images",0.340107,0.041629,0.078484,"2024-09-26 00:55:16",NULL
3805762,"Images",0.262479,0.000597,0.036905,"2024-09-26 03:54:15",NULL
3797467,"Images",0.296569,0.000893,0.038882,"2024-09-26 01:19:56",NULL
3794549,"Images",0.239482,0.000884,0.039493,"2024-09-26 00:25:57",NULL
3795461,"Images",0.239491,0.000167,0.021631,"2024-09-26 00:42:46",NULL
3801067,"Images",0.258609,0.000899,0.041130,"2024-09-26 02:26:35",NULL
3805444,"Images",0.259659,0.000878,0.043956,"2024-09-26 03:48:23",NULL
3802511,"Images",0.323565,0.000553,0.034000,"2024-09-26 02:53:33",NULL
3793187,"Images",0.257028,0.000167,0.025290,"2024-09-26 00:00:41",NULL
3787924,"Images",0.262193,0.000165,0.023300,"2024-09-25 22:23:36",NULL
3775277,"Images",0.279866,0.000910,0.057099,"2024-09-25 18:29:42",NULL
3802868,"Images",0.285028,0.000891,0.037349,"2024-09-26 03:00:11",NULL
3790907,"Images",0.277555,0.000878,0.042374,"2024-09-25 23:18:41",NULL
3803390,"Images",0.299402,0.000890,0.039187,"2024-09-26 03:09:55",NULL
3795268,"Images",0.280446,0.000163,0.023891,"2024-09-26 00:39:13",NULL
3795454,"Images",0.239778,0.000900,0.037934,"2024-09-26 00:42:39",NULL
3793205,"Images",0.280338,0.000884,0.086227,"2024-09-26 00:01:01",NULL
3786549,"Images",0.278115,0.000964,0.038107,"2024-09-25 21:58:09",NULL
3781737,"Images",0.260907,0.000881,0.034110,"2024-09-25 20:29:04",NULL
3788653,"Images",0.297759,0.000902,0.058414,"2024-09-25 22:37:02",NULL
3791547,"Images",0.241190,0.000554,0.024678,"2024-09-25 23:30:31",NULL
3800630,"Images",0.258768,0.000174,0.025148,"2024-09-26 02:18:25",NULL
3778214,"Images",0.280628,0.000165,0.024824,"2024-09-25 19:23:56",NULL
3779357,"Images",0.277626,0.000888,0.105057,"2024-09-25 19:45:03",NULL
3803715,"Images",0.417835,0.041605,0.059799,"2024-09-26 03:16:00",NULL
3792712,"Images",0.258824,0.000879,0.075486,"2024-09-25 23:52:00",NULL
3791702,"Images",0.256556,0.000168,0.029742,"2024-09-25 23:33:22",NULL
3799508,"Images",0.244954,0.000477,0.034784,"2024-09-26 01:57:40",NULL
3789664,"Images",0.299260,0.000884,0.038054,"2024-09-25 22:55:41",NULL
3779022,"Images",0.277335,0.000911,0.039019,"2024-09-25 19:38:53",NULL
3780707,"Images",0.320416,0.000943,0.045626,"2024-09-25 20:09:58",NULL
3803756,"Images",0.358931,0.000876,0.039069,"2024-09-26 03:16:46",NULL
3800309,"Images",0.431085,0.000924,0.026578,"2024-09-26 02:12:26",NULL
3793922,"Images",0.260678,0.000167,0.023164,"2024-09-26 00:14:21",NULL
3801009,"Images",0.287025,0.000916,0.032576,"2024-09-26 02:25:29",NULL
3787658,"Images",0.241017,0.000164,0.034223,"2024-09-25 22:18:40",NULL
3775207,"Images",0.283738,0.000557,0.064267,"2024-09-25 18:28:24",NULL
3799621,"Images",0.247370,0.000764,0.037048,"2024-09-26 01:59:43",NULL
3781654,"Images",0.279586,0.000895,0.041063,"2024-09-25 20:27:31",NULL
3783263,"Images",0.263647,0.000251,0.036505,"2024-09-25 20:57:15",NULL
3802387,"Images",0.279600,0.000557,0.025876,"2024-09-26 02:51:14",NULL
3804542,"Images",0.319907,0.000882,0.038436,"2024-09-26 03:31:29",NULL
3786826,"Images",0.299002,0.000956,0.039158,"2024-09-25 22:03:18",NULL
3797442,"Images",0.259560,0.000921,0.039086,"2024-09-26 01:19:27",NULL
3794925,"Images",0.317587,0.000904,0.039280,"2024-09-26 00:32:52",NULL
3779247,"Images",0.398736,0.042459,0.103964,"2024-09-25 19:43:01",NULL
3786288,"Images",0.279225,0.000906,0.041406,"2024-09-25 21:53:20",NULL
3802840,"Images",0.398653,0.000881,0.144378,"2024-09-26 02:59:39",NULL
3801927,"Images",0.259519,0.000938,0.043361,"2024-09-26 02:42:37",NULL
